subj_age_group,stop_resolution,weapon,off_gender,off_race,subj_perceived_race,subj_perceived_gender,call_type,frisk_flag,beat,date,off_age
26 - 35,1,None,0,American Indian/Alaska Native,Black or African American,0,0,0,E,2015,36
26 - 35,1,Blade,0,American Indian/Alaska Native,American Indian or Alaska Native,0,0,1,E,2015,36
26 - 35,0,None,0,White,White,0,None,0,N,2015,43
26 - 35,1,None,0,White,White,0,0,1,E,2015,54
26 - 35,1,None,0,White,White,1,1,0,D,2015,26
26 - 35,0,None,0,White,White,0,0,0,B,2015,31
26 - 35,1,None,0,Hispanic or Latino,Black or African American,0,1,0,M,2015,52
26 - 35,0,None,1,White,Black or African American,0,0,0,L,2015,45
26 - 35,1,None,0,White,Black or African American,1,0,0,D,2015,38
26 - 35,0,None,0,White,White,0,1,0,S,2015,39
26 - 35,0,None,0,White,White,0,0,0,B,2015,53
26 - 35,0,None,0,White,White,1,0,0,B,2015,53
26 - 35,1,None,0,White,White,0,1,0,M,2015,25
26 - 35,0,None,0,White,Multi-Racial,0,1,1,M,2015,25
26 - 35,0,None,0,White,White,0,1,0,N,2015,30
26 - 35,0,None,0,White,White,0,0,0,B,2015,35
26 - 35,0,None,0,White,Asian,0,0,0,S,2015,34
26 - 35,1,None,1,Two or More Races,White,0,0,0,E,2015,28
26 - 35,0,None,0,White,White,1,0,0,L,2015,29
26 - 35,1,None,1,White,White,0,0,0,L,2015,48
26 - 35,0,None,0,White,Multi-Racial,0,1,0,M,2015,25
26 - 35,1,None,0,White,Black or African American,0,0,0,Q,2015,29
26 - 35,0,None,0,White,White,1,None,0,N,2015,43
26 - 35,1,None,0,White,White,0,0,1,O,2015,29
26 - 35,1,None,0,White,Black or African American,0,0,1,C,2015,31
26 - 35,0,None,0,Asian,Hispanic,0,0,0,M,2015,29
26 - 35,1,None,0,White,White,0,1,0,M,2015,25
26 - 35,1,None,0,White,White,1,1,0,D,2015,26
26 - 35,0,None,0,White,Black or African American,1,None,0,C,2015,35
26 - 35,0,None,0,White,White,0,None,0,W,2015,39
26 - 35,0,None,0,White,White,0,None,0,L,2015,27
26 - 35,0,None,0,Black or African American,American Indian or Alaska Native,0,None,0,N,2015,51
26 - 35,0,None,0,White,Black or African American,0,None,0,R,2015,31
26 - 35,0,None,0,White,White,1,None,0,W,2015,41
26 - 35,0,None,0,Hispanic or Latino,White,0,None,1,C,2015,47
26 - 35,0,None,0,White,Black or African American,0,None,0,J,2015,32
26 - 35,0,None,0,Black or African American,Black or African American,0,None,1,L,2015,30
26 - 35,0,None,0,White,White,0,None,0,S,2015,37
26 - 35,1,None,0,White,Black or African American,0,None,1,E,2016,54
26 - 35,0,None,1,White,White,0,0,0,G,2015,29
26 - 35,1,None,0,Black or African American,Black or African American,0,0,1,C,2015,58
26 - 35,1,None,0,White,Asian,0,0,1,K,2015,28
26 - 35,0,None,0,White,White,0,0,1,K,2015,29
26 - 35,0,None,0,White,White,0,0,1,K,2015,29
26 - 35,1,None,0,White,Black or African American,0,0,0,E,2015,24
26 - 35,0,None,0,White,White,0,0,0,E,2015,41
26 - 35,0,None,0,White,White,0,0,0,C,2015,52
26 - 35,1,None,0,White,White,0,0,0,C,2015,38
26 - 35,1,None,0,White,Black or African American,0,0,0,C,2015,38
26 - 35,0,Firearm,0,White,White,0,0,1,E,2015,38
26 - 35,0,None,0,White,White,0,0,0,E,2015,38
26 - 35,1,Blade,1,Two or More Races,Black or African American,0,0,1,G,2015,37
26 - 35,1,None,0,White,White,0,None,0,E,2015,36
26 - 35,1,None,0,White,Multi-Racial,1,None,1,N,2015,53
26 - 35,1,None,1,Hispanic or Latino,White,0,0,1,C,2015,29
26 - 35,0,None,1,Black or African American,Multi-Racial,0,0,1,E,2015,28
26 - 35,0,None,0,White,White,1,1,0,E,2015,38
26 - 35,0,None,0,White,White,0,0,0,U,2015,47
26 - 35,0,None,0,White,Black or African American,0,1,1,S,2015,35
26 - 35,0,None,0,White,White,0,0,0,B,2015,30
26 - 35,0,None,0,White,White,0,0,0,R,2015,34
26 - 35,1,None,0,White,White,0,0,0,B,2015,30
26 - 35,0,None,1,White,White,0,0,0,M,2015,23
26 - 35,0,Blade,0,Two or More Races,Multi-Racial,1,0,0,K,2015,33
26 - 35,1,Blade,0,White,Hispanic,0,0,1,K,2015,40
26 - 35,0,None,1,White,Black or African American,0,0,1,Q,2015,25
26 - 35,0,None,0,Asian,White,1,0,0,B,2015,31
26 - 35,1,None,0,White,White,1,1,0,M,2015,25
26 - 35,0,None,0,White,White,0,0,0,O,2015,29
26 - 35,0,None,0,Black or African American,White,1,1,0,M,2015,31
26 - 35,0,None,0,Black or African American,White,1,1,0,M,2015,31
26 - 35,0,None,1,White,White,0,1,0,K,2015,53
26 - 35,0,None,0,White,White,0,0,0,K,2015,44
26 - 35,0,None,1,Two or More Races,White,0,0,0,L,2015,25
26 - 35,1,Blade,0,Hispanic or Latino,White,0,0,0,E,2015,60
26 - 35,0,None,0,White,White,0,0,0,N,2015,31
26 - 35,0,None,1,Two or More Races,Hispanic,0,0,1,E,2015,28
26 - 35,0,None,0,White,White,0,0,0,J,2015,46
26 - 35,1,None,0,White,White,0,None,0,N,2016,41
26 - 35,0,None,0,White,Black or African American,0,0,0,B,2015,48
26 - 35,0,None,0,Black or African American,Black or African American,0,0,1,W,2015,52
26 - 35,0,None,1,White,Asian,1,0,0,S,2015,27
26 - 35,0,None,0,White,Black or African American,0,0,0,B,2015,31
26 - 35,0,None,0,White,Black or African American,0,0,1,S,2015,25
26 - 35,1,Firearm,0,White,White,0,0,1,N,2015,33
26 - 35,1,Firearm,0,White,White,1,0,0,E,2015,44
26 - 35,1,None,0,White,White,1,0,1,F,2015,36
26 - 35,0,None,0,White,White,0,0,0,N,2015,31
26 - 35,0,None,1,Black or African American,Black or African American,0,0,0,E,2015,34
26 - 35,0,None,0,American Indian/Alaska Native,Multi-Racial,0,0,0,E,2015,36
26 - 35,0,None,0,White,Multi-Racial,0,0,0,K,2015,42
26 - 35,1,Blade,0,White,White,0,0,1,D,2015,54
26 - 35,0,None,1,White,Black or African American,0,0,0,L,2015,48
26 - 35,0,None,1,White,Black or African American,0,0,0,L,2015,48
26 - 35,0,None,0,Asian,White,0,0,0,Q,2015,28
26 - 35,1,None,0,White,White,0,1,1,E,2015,38
26 - 35,0,None,0,White,Multi-Racial,0,0,0,Q,2015,44
26 - 35,1,None,0,White,White,0,0,0,L,2015,34
26 - 35,0,None,0,Black or African American,White,0,0,0,D,2015,30
26 - 35,1,None,0,White,White,1,0,1,O,2015,29
26 - 35,0,None,0,White,White,0,0,0,F,2015,29
26 - 35,0,None,0,Asian,White,0,0,0,W,2015,35
26 - 35,0,None,0,White,White,1,0,0,U,2015,47
26 - 35,0,None,0,White,White,0,0,0,L,2015,25
26 - 35,1,None,0,White,Black or African American,0,0,0,R,2015,29
26 - 35,1,None,0,White,Black or African American,0,0,1,R,2015,27
26 - 35,0,None,1,White,Multi-Racial,1,0,0,G,2015,30
26 - 35,0,None,0,White,White,1,1,0,R,2015,40
26 - 35,0,None,0,White,White,1,0,0,O,2015,29
26 - 35,0,None,0,White,White,0,0,0,D,2015,29
26 - 35,1,None,0,White,White,0,0,0,K,2015,30
26 - 35,0,None,0,White,Black or African American,0,1,0,K,2015,31
26 - 35,0,None,0,White,White,1,1,0,B,2015,35
26 - 35,0,None,0,White,White,1,0,0,N,2015,31
26 - 35,0,None,0,White,White,1,0,0,N,2015,31
26 - 35,1,Blade,1,White,White,0,0,1,W,2015,29
26 - 35,0,None,0,White,White,1,1,0,Q,2015,48
26 - 35,1,None,0,Hispanic or Latino,Black or African American,0,1,0,M,2015,39
26 - 35,1,None,0,Asian,White,0,0,1,E,2015,33
26 - 35,0,None,0,White,Black or African American,0,0,1,S,2015,25
26 - 35,1,None,0,White,Black or African American,0,0,0,N,2015,31
26 - 35,0,None,0,White,White,0,1,0,E,2015,38
26 - 35,0,None,0,White,White,0,1,0,M,2015,45
26 - 35,0,None,0,White,White,1,1,0,M,2015,45
26 - 35,0,None,0,White,American Indian or Alaska Native,0,None,0,B,2016,54
26 - 35,1,None,1,White,Black or African American,0,0,0,M,2015,26
26 - 35,0,None,0,White,White,0,0,0,E,2015,48
26 - 35,0,None,0,Asian,Black or African American,0,0,0,G,2015,33
26 - 35,0,None,0,White,White,0,0,1,K,2015,44
26 - 35,1,None,0,White,Hispanic,0,0,0,B,2015,32
26 - 35,1,None,0,American Indian/Alaska Native,Asian,0,0,1,S,2015,32
26 - 35,0,None,0,White,White,1,1,0,E,2015,41
26 - 35,0,None,0,White,White,0,1,0,M,2015,45
26 - 35,0,None,0,White,American Indian or Alaska Native,0,None,0,B,2016,54
26 - 35,1,None,0,Asian,White,0,0,1,W,2015,55
26 - 35,0,None,0,White,Multi-Racial,1,1,0,F,2015,39
26 - 35,0,None,1,Two or More Races,White,1,0,0,L,2015,25
26 - 35,0,None,0,White,White,0,None,0,N,2015,47
46 - 55,0,Blade,0,White,Black or African American,0,None,0,U,2016,44
26 - 35,0,None,0,White,White,0,0,0,D,2015,31
26 - 35,1,None,0,White,White,0,0,0,L,2015,34
26 - 35,0,None,0,White,White,0,0,0,B,2015,32
26 - 35,0,None,0,White,White,0,1,0,E,2015,41
26 - 35,0,None,0,White,White,0,1,0,M,2015,44
26 - 35,0,None,0,White,Multi-Racial,0,0,0,R,2015,44
26 - 35,0,None,0,White,White,0,1,0,M,2015,25
26 - 35,0,None,0,White,White,1,1,0,F,2015,39
26 - 35,0,Blade,1,White,White,1,0,0,M,2015,44
26 - 35,0,None,0,White,White,1,0,1,E,2015,24
26 - 35,0,None,0,White,Black or African American,1,0,0,J,2015,41
26 - 35,0,None,0,White,Hispanic,0,0,1,S,2015,38
26 - 35,0,None,0,White,White,1,None,0,N,2015,47
26 - 35,0,None,0,White,White,0,0,0,N,2015,54
26 - 35,0,None,0,White,Black or African American,0,0,1,L,2015,32
26 - 35,0,None,0,White,Hispanic,0,0,1,L,2015,48
26 - 35,0,None,0,White,Hispanic,0,0,1,J,2015,67
26 - 35,0,None,0,Black or African American,White,0,0,0,L,2015,45
26 - 35,0,None,0,White,White,0,1,0,M,2015,33
26 - 35,0,None,0,White,White,0,0,0,U,2015,25
26 - 35,0,None,0,White,Black or African American,1,0,0,N,2015,46
26 - 35,0,None,0,White,White,0,0,0,E,2015,38
26 - 35,0,None,0,White,Hispanic,1,0,0,L,2015,32
26 - 35,0,None,0,White,White,1,0,0,L,2015,48
26 - 35,1,None,0,White,Hispanic,0,1,0,N,2015,36
26 - 35,1,None,0,White,Black or African American,0,1,0,M,2015,47
46 - 55,0,None,0,White,Black or African American,1,None,0,Q,2016,32
26 - 35,0,None,0,White,Multi-Racial,1,1,0,N,2015,33
26 - 35,0,None,0,White,White,0,0,0,M,2015,26
26 - 35,0,None,0,White,White,0,0,0,E,2015,28
26 - 35,1,None,0,White,White,0,0,0,D,2015,28
26 - 35,0,None,0,White,White,0,0,0,E,2015,28
26 - 35,1,None,0,White,American Indian or Alaska Native,1,1,0,F,2015,45
26 - 35,0,None,0,White,Black or African American,1,0,0,U,2015,32
26 - 35,0,None,0,White,Multi-Racial,0,0,0,E,2015,26
26 - 35,1,None,0,White,White,0,0,0,R,2015,29
26 - 35,1,None,0,White,White,1,0,0,R,2015,29
26 - 35,1,None,1,White,Black or African American,0,0,0,M,2015,32
26 - 35,1,None,0,White,Black or African American,0,0,0,S,2015,38
26 - 35,1,None,0,White,White,1,1,0,D,2015,27
26 - 35,0,None,0,White,White,0,0,0,C,2015,26
26 - 35,0,None,0,White,White,0,None,0,D,2015,34
26 - 35,1,None,0,White,White,0,None,1,E,2015,25
26 - 35,0,None,0,Black or African American,Black or African American,0,0,0,L,2015,45
26 - 35,0,None,0,White,White,0,0,0,N,2015,41
26 - 35,0,None,0,White,American Indian or Alaska Native,1,0,0,F,2015,36
26 - 35,1,None,0,White,White,0,1,0,D,2015,27
26 - 35,1,None,0,White,White,0,1,0,D,2015,27
26 - 35,0,None,0,White,White,0,0,0,C,2015,26
26 - 35,0,None,0,White,White,0,1,0,L,2015,32
26 - 35,1,None,0,White,Asian,0,0,1,Q,2015,33
26 - 35,0,None,1,White,White,1,None,0,Q,2015,50
26 - 35,1,None,0,White,Black or African American,1,0,0,E,2015,38
26 - 35,0,None,0,White,White,0,1,0,M,2015,36
26 - 35,0,None,0,American Indian/Alaska Native,White,0,0,0,Q,2015,58
26 - 35,0,None,0,White,Black or African American,0,0,0,D,2015,48
26 - 35,1,None,0,White,White,0,None,0,E,2015,35
26 - 35,0,None,0,Hispanic or Latino,White,0,0,0,O,2015,44
26 - 35,0,None,0,White,White,1,0,0,B,2015,53
26 - 35,0,None,0,Black or African American,Black or African American,1,0,0,B,2015,40
26 - 35,0,None,1,White,Hispanic,0,0,1,L,2015,33
26 - 35,0,None,0,White,Black or African American,0,0,1,M,2015,35
26 - 35,0,None,0,White,Black or African American,0,1,0,M,2015,25
26 - 35,0,None,0,Black or African American,White,1,0,0,C,2015,50
26 - 35,1,Blade,0,White,White,0,0,1,D,2015,31
26 - 35,0,None,0,White,Multi-Racial,1,0,0,J,2015,46
26 - 35,0,None,0,Nat Hawaiian/Oth Pac Islander,White,0,0,0,N,2015,34
26 - 35,1,None,0,White,Multi-Racial,0,0,1,N,2015,36
26 - 35,1,None,0,White,White,1,0,0,B,2015,27
26 - 35,1,None,0,White,White,0,0,0,B,2015,27
26 - 35,0,None,0,Asian,White,1,0,0,N,2015,51
26 - 35,0,None,0,White,White,0,0,0,N,2015,41
26 - 35,0,None,0,Nat Hawaiian/Oth Pac Islander,White,1,0,0,N,2015,34
26 - 35,0,None,0,Two or More Races,White,0,0,0,M,2015,28
26 - 35,0,None,0,White,Black or African American,0,0,0,U,2015,42
26 - 35,0,None,0,White,White,0,0,1,D,2015,40
26 - 35,1,None,0,White,White,0,0,0,K,2015,35
26 - 35,0,None,0,White,Black or African American,0,1,0,L,2015,33
26 - 35,1,None,0,White,Asian,1,0,0,L,2015,30
26 - 35,0,None,0,White,Black or African American,0,0,1,M,2015,35
26 - 35,1,None,0,White,Hispanic,0,0,1,S,2015,29
26 - 35,1,None,0,White,Black or African American,0,0,0,M,2015,27
26 - 35,1,None,0,White,White,0,0,0,C,2015,38
26 - 35,1,None,0,White,White,0,0,0,E,2015,34
26 - 35,1,None,0,White,White,0,0,0,E,2015,34
26 - 35,0,Blade,0,White,White,0,1,0,B,2015,46
26 - 35,0,None,0,Hispanic or Latino,Black or African American,0,1,0,N,2015,43
26 - 35,0,None,0,White,White,0,0,1,M,2015,25
26 - 35,0,None,0,White,Black or African American,0,None,0,E,2015,24
26 - 35,0,None,0,White,Black or African American,0,0,0,R,2015,34
26 - 35,0,None,0,White,Hispanic,0,0,0,E,2015,31
26 - 35,1,None,0,White,Black or African American,0,0,1,R,2015,34
26 - 35,1,None,0,White,Black or African American,0,0,0,E,2015,24
26 - 35,0,None,0,White,Black or African American,0,0,0,E,2015,38
26 - 35,0,None,0,White,White,0,1,0,K,2015,28
26 - 35,1,None,0,White,White,0,0,0,D,2015,42
26 - 35,0,None,0,White,White,0,0,0,U,2015,30
26 - 35,1,None,0,White,Black or African American,0,0,1,M,2015,31
26 - 35,0,None,0,White,White,1,0,0,N,2015,37
26 - 35,1,None,0,White,Black or African American,0,0,0,K,2015,30
26 - 35,0,None,0,White,White,0,0,0,W,2015,49
26 - 35,1,None,0,American Indian/Alaska Native,Black or African American,0,0,0,K,2015,58
26 - 35,1,None,0,White,Black or African American,0,0,0,M,2015,27
26 - 35,0,None,0,Asian,White,0,1,0,N,2015,51
26 - 35,0,None,0,White,White,0,1,0,B,2015,46
26 - 35,0,None,0,White,White,0,1,1,B,2015,46
26 - 35,0,None,0,White,Black or African American,0,0,1,E,2015,42
26 - 35,0,Blunt Object,0,White,White,0,0,1,K,2015,30
26 - 35,0,None,0,White,White,0,1,0,O,2015,24
26 - 35,0,None,1,White,White,0,0,0,B,2015,57
26 - 35,0,None,0,Two or More Races,White,0,0,0,L,2015,27
26 - 35,0,None,1,White,White,0,1,1,L,2015,31
26 - 35,1,None,0,White,Black or African American,0,1,0,E,2015,38
26 - 35,0,None,0,White,White,0,0,0,C,2015,31
26 - 35,0,None,0,White,Asian,1,0,0,U,2015,43
26 - 35,0,None,0,White,White,1,0,1,U,2015,36
26 - 35,0,None,0,White,White,0,0,0,B,2015,31
26 - 35,0,None,0,White,American Indian or Alaska Native,1,None,0,D,2015,37
26 - 35,1,None,0,White,Black or African American,0,None,0,G,2015,31
26 - 35,0,None,0,White,Multi-Racial,1,0,0,U,2015,30
26 - 35,1,None,0,White,White,0,0,0,K,2015,30
26 - 35,0,None,0,White,White,0,0,0,B,2015,33
26 - 35,0,None,0,White,White,0,None,1,B,2015,32
26 - 35,0,None,0,White,Black or African American,0,None,1,G,2015,38
26 - 35,0,None,0,White,Black or African American,0,None,0,R,2015,45
26 - 35,1,Firearm,0,White,Hispanic,0,1,1,R,2015,36
26 - 35,1,None,0,White,Black or African American,0,0,0,U,2015,28
26 - 35,0,None,0,White,Black or African American,1,0,0,L,2015,48
26 - 35,0,None,0,White,White,0,0,0,K,2015,35
26 - 35,0,None,0,White,White,1,1,0,M,2015,44
26 - 35,0,None,0,White,Black or African American,1,1,0,M,2015,45
26 - 35,1,None,0,Asian,Black or African American,1,0,1,F,2015,55
26 - 35,1,None,0,White,Black or African American,0,0,0,M,2015,35
26 - 35,0,None,0,White,Asian,0,0,1,J,2015,48
26 - 35,0,None,0,White,Hispanic,1,1,0,F,2015,39
26 - 35,1,None,0,White,White,0,1,0,F,2015,39
26 - 35,0,None,0,White,White,0,1,0,K,2015,56
26 - 35,1,None,0,White,White,0,0,0,E,2015,35
26 - 35,1,None,0,White,White,1,1,0,F,2015,39
26 - 35,0,None,0,White,White,0,0,0,M,2015,33
26 - 35,0,None,0,Black or African American,White,1,0,0,D,2015,30
26 - 35,1,None,0,White,Hispanic,0,1,1,L,2015,36
26 - 35,1,None,0,White,White,0,0,1,G,2015,46
26 - 35,0,None,0,White,Black or African American,0,0,0,G,2015,29
26 - 35,0,None,0,White,Hispanic,0,1,0,D,2015,30
26 - 35,0,None,0,White,Hispanic,0,1,0,D,2015,30
26 - 35,1,None,0,Black or African American,Black or African American,0,0,1,L,2015,45
26 - 35,0,None,0,White,White,0,0,1,D,2015,27
26 - 35,1,None,0,White,White,1,1,0,D,2015,27
26 - 35,0,None,0,White,Black or African American,1,0,0,M,2015,28
26 - 35,0,None,0,White,White,0,0,0,B,2015,29
26 - 35,0,None,0,White,White,1,0,0,B,2015,29
26 - 35,1,None,0,White,White,0,0,1,D,2015,29
26 - 35,0,None,0,White,White,0,0,1,E,2015,24
26 - 35,0,None,0,White,White,0,0,0,Q,2015,57
26 - 35,0,None,0,White,Multi-Racial,0,0,0,M,2015,44
26 - 35,1,None,0,White,White,0,None,0,O,2015,30
26 - 35,1,None,0,White,White,0,None,0,O,2015,30
26 - 35,0,None,0,White,White,0,0,0,W,2015,33
26 - 35,0,None,0,White,White,0,1,0,J,2015,46
26 - 35,0,None,0,Black or African American,Black or African American,0,0,0,W,2015,47
26 - 35,0,None,0,Asian,White,0,None,0,M,2015,28
26 - 35,0,None,1,Hispanic or Latino,Multi-Racial,0,0,0,B,2015,29
26 - 35,0,None,0,Asian,White,0,0,0,N,2015,51
26 - 35,1,None,0,Hispanic or Latino,White,1,0,1,O,2015,44
26 - 35,1,None,0,White,White,0,None,0,F,2018,47
26 - 35,0,None,0,White,White,0,1,0,L,2015,33
26 - 35,0,Firearm,0,White,Black or African American,0,0,0,E,2015,31
26 - 35,1,None,1,White,White,0,0,1,Q,2015,49
26 - 35,1,None,0,White,White,0,1,0,M,2015,37
26 - 35,0,None,0,White,White,0,0,1,N,2015,36
26 - 35,1,Blade,0,White,American Indian or Alaska Native,0,0,1,M,2015,35
26 - 35,0,None,0,White,Black or African American,1,0,0,R,2015,34
26 - 35,0,None,1,White,White,1,0,0,C,2015,53
26 - 35,0,None,0,White,White,0,0,0,N,2015,31
26 - 35,0,None,0,White,Multi-Racial,1,1,0,N,2015,53
26 - 35,0,None,1,White,White,0,0,0,L,2015,31
26 - 35,1,None,0,White,White,1,1,0,S,2015,37
26 - 35,0,None,0,White,White,1,1,0,K,2015,30
26 - 35,0,None,1,White,Multi-Racial,0,0,0,N,2015,31
26 - 35,0,None,0,White,Multi-Racial,0,1,1,R,2015,36
26 - 35,0,None,0,White,White,0,1,0,B,2015,32
26 - 35,0,None,1,White,Multi-Racial,0,0,0,N,2015,31
26 - 35,0,None,1,White,White,1,0,0,O,2015,31
26 - 35,1,None,1,White,American Indian or Alaska Native,0,0,0,O,2015,31
26 - 35,0,None,0,White,Black or African American,0,0,0,F,2015,50
26 - 35,0,None,0,Asian,Black or African American,0,0,0,B,2015,34
26 - 35,1,Blade,1,White,Black or African American,0,1,0,M,2015,49
26 - 35,0,None,0,White,White,1,0,0,Q,2015,41
26 - 35,1,None,0,White,White,0,1,0,M,2015,28
26 - 35,1,None,0,White,White,0,None,1,E,2015,34
26 - 35,0,None,0,White,Hispanic,0,1,0,M,2015,33
26 - 35,0,None,0,White,White,0,0,0,N,2015,37
26 - 35,0,None,0,White,White,0,0,0,N,2015,37
26 - 35,1,None,0,White,Asian,0,1,0,R,2015,36
26 - 35,0,None,0,White,White,1,0,0,F,2015,50
26 - 35,0,None,0,White,Black or African American,0,0,0,K,2015,49
26 - 35,0,None,0,White,Black or African American,0,0,1,D,2015,33
26 - 35,0,None,0,White,Black or African American,0,0,0,G,2015,30
26 - 35,1,None,0,White,Black or African American,0,0,0,E,2015,24
26 - 35,0,None,0,White,White,1,0,0,Q,2015,30
26 - 35,0,None,0,Asian,Multi-Racial,1,0,0,N,2015,31
26 - 35,0,None,0,White,White,1,0,0,Q,2015,41
26 - 35,1,None,0,White,White,0,0,1,E,2015,54
26 - 35,0,None,0,White,White,0,0,0,U,2015,61
26 - 35,0,None,0,White,Black or African American,0,0,0,E,2015,41
26 - 35,1,None,0,Hispanic or Latino,Black or African American,0,1,0,M,2015,30
26 - 35,0,None,0,White,White,0,0,1,B,2015,42
26 - 35,1,None,0,Asian,White,0,1,0,D,2015,45
26 - 35,1,None,0,Asian,White,1,1,0,D,2015,45
26 - 35,0,None,0,White,Black or African American,1,1,0,F,2015,36
26 - 35,0,None,0,Asian,White,0,1,0,M,2015,42
26 - 35,1,None,0,White,White,0,0,0,D,2015,25
26 - 35,1,None,0,White,White,0,0,0,O,2015,39
26 - 35,1,None,0,White,White,0,0,0,O,2015,39
26 - 35,1,None,0,White,Black or African American,0,1,0,M,2015,36
26 - 35,0,None,0,American Indian/Alaska Native,Black or African American,0,1,1,S,2015,32
26 - 35,0,None,0,White,Black or African American,0,0,0,F,2015,38
26 - 35,0,None,0,White,White,1,0,0,K,2015,35
26 - 35,0,None,0,White,Multi-Racial,0,0,0,S,2015,44
26 - 35,0,None,0,White,Multi-Racial,1,0,0,G,2015,26
26 - 35,0,None,0,American Indian/Alaska Native,Black or African American,0,1,1,S,2015,32
26 - 35,0,None,0,White,Black or African American,0,1,0,F,2015,36
26 - 35,1,None,0,White,Black or African American,0,1,0,E,2015,38
26 - 35,1,None,0,White,White,0,None,0,M,2015,38
26 - 35,1,None,0,White,White,0,0,0,M,2015,35
26 - 35,0,None,0,Asian,Black or African American,1,0,1,R,2015,33
26 - 35,0,None,0,White,White,1,0,0,D,2015,45
26 - 35,0,None,0,White,White,0,0,1,U,2015,61
26 - 35,0,None,0,White,White,0,0,1,U,2015,61
26 - 35,0,None,0,Black or African American,Black or African American,0,0,0,R,2015,47
26 - 35,0,None,1,White,White,0,0,0,D,2015,23
26 - 35,0,None,0,Asian,Black or African American,0,0,1,R,2015,33
26 - 35,0,None,0,Asian,Black or African American,1,0,1,R,2015,33
26 - 35,0,None,0,White,White,1,0,0,B,2015,48
26 - 35,0,None,0,White,White,0,0,0,Q,2015,30
26 - 35,0,None,0,White,White,0,0,0,D,2015,56
26 - 35,1,None,0,White,White,0,0,0,D,2015,56
26 - 35,0,Blade,0,White,White,0,0,1,D,2015,27
26 - 35,0,None,0,White,White,1,0,0,E,2015,28
26 - 35,0,None,0,White,White,1,0,0,D,2015,45
26 - 35,0,None,0,White,White,1,0,0,E,2015,39
26 - 35,1,None,0,White,Black or African American,0,0,0,D,2015,56
26 - 35,0,None,0,White,White,1,0,0,D,2015,56
26 - 35,0,None,0,White,White,0,0,0,E,2015,33
26 - 35,0,Blade,0,White,Multi-Racial,0,0,1,F,2015,54
